Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
32087;82,0;46,9;17,8;0,796;53,75;16,75;1755;0,8;0,00;0,00;0,14;1,44;0,76;0,57;0,00;0;20,33
32168;82,0;46,9;16,3;0,796;54,26;16,75;1740;0,4;0,00;0,00;0,14;1,22;0,72;0,64;0,00;0;20,33
32247;82,0;46,9;15,2;0,764;51,63;15,75;1719;0,4;0,00;0,00;0,14;1,00;0,74;0,84;0,00;0;20,33
32327;82,0;46,9;13,7;0,630;41,29;12,75;1748;0,4;0,00;0,00;0,14;0,78;0,64;1,76;0,00;0;20,33
32409;82,0;46,9;12,2;0,780;51,46;15,75;1725;0,4;0,00;0,00;0,14;3,29;0,72;2,85;0,00;0;20,33
32488;82,0;46,1;10,7;0,758;50,27;15,75;1767;0,4;2,17;0,00;0,14;2,16;0,74;1,21;0,00;0;20,33
32568;82,0;46,1;9,6;0,769;51,72;15,75;1718;0,4;2,40;0,00;0,14;1,94;0,74;0,82;0,00;0;20,33
32650;82,0;46,1;8,1;0,694;44,59;13,75;1743;0,4;2,44;0,00;0,14;4,23;0,70;4,10;0,00;0;20,33
32728;82,0;46,1;9,2;0,790;51,63;15,75;1720;0,4;2,14;0,00;0,14;4,45;0,74;4,49;0,00;0;20,33
32807;82,0;46,1;10,0;0,785;51,29;15,75;1732;0,4;1,83;0,00;0,14;4,67;0,72;4,26;0,00;0;20,33
32887;82,0;46,1;8,9;0,737;48,24;14,75;1727;0,4;1,52;0,00;0,14;3,32;0,68;0,62;0,00;0;20,33
32968;82,0;46,1;8,1;0,651;42,31;12,75;1704;0,4;1,22;0,00;0,14;3,10;0,70;0,55;0,00;0;20,33
33049;82,0;46,1;8,5;0,689;45,02;13,75;1725;0,4;0,91;0,00;0,14;2,88;0,68;0,51;0,00;0;20,33
33127;82,0;46,1;8,5;0,700;45,70;13,75;1701;0,4;0,61;0,00;0,14;2,66;0,68;0,51;0,00;0;20,33
33208;82,0;46,1;8,5;0,694;45,44;13,75;1710;0,4;0,30;0,00;0,14;2,44;0,66;0,51;0,00;0;20,33
33289;82,0;46,1;8,1;0,689;45,44;13,75;1710;0,4;0,18;0,00;0,14;2,22;0,66;0,55;0,00;0;20,33
33369;82,0;46,1;8,1;0,651;42,47;12,75;1700;0,4;-0,12;0,00;0,14;2,00;0,62;0,70;0,00;0;20,33
33448;82,0;46,1;8,5;0,705;45,53;13,75;1707;0,4;-0,43;0,00;0,14;4,26;0,70;3,94;0,00;0;20,33
33527;82,0;46,1;7,7;0,667;42,64;12,75;1691;0,4;-0,73;0,00;0,14;4,48;0,66;4,43;0,00;0;20,33
33608;82,0;46,1;7,7;0,667;42,47;12,75;1699;0,4;-0,84;0,00;0,14;4,70;0,62;4,59;0,00;0;20,33
33688;82,0;46,1;6,6;0,587;36,37;10,75;1677;0,4;-0,04;0,00;0,14;4,91;0,61;4,68;0,00;0;20,33
33768;82,0;46,1;7,7;0,673;42,64;12,75;1693;0,4;-0,35;0,00;0,14;5,13;0,62;4,72;0,00;0;20,33
33848;82,0;46,1;7,7;0,678;42,90;12,75;1681;0,4;-0,43;0,00;0,14;5,35;0,64;4,74;0,00;0;20,33
33927;82,0;46,9;7,0;0,678;43,07;12,75;1677;0,4;1,18;0,00;0,14;5,57;0,62;4,76;0,00;0;20,33
34009;82,0;46,9;6,6;0,726;46,29;13,75;1678;0,4;1,18;0,00;0,14;5,79;0,68;4,76;0,00;0;20,33
34089;82,0;46,9;5,1;0,689;43,24;12,75;1668;0,4;1,18;0,00;0,14;6,01;0,66;4,78;0,00;0;20,33
34167;82,0;46,9;4,4;0,684;43,07;12,75;1674;0,4;1,18;0,00;0,14;6,23;0,66;4,78;0,00;0;20,33
34247;82,0;46,9;3,3;0,742;47,05;13,75;1652;0,4;1,18;0,00;0,14;6,45;0,68;4,80;0,00;0;20,33
34326;82,0;46,9;4,4;0,694;43,24;12,75;1668;0,4;1,18;0,00;0,14;6,67;0,66;4,80;0,00;0;20,33
34407;82,0;46,9;5,1;0,796;50,53;14,75;1648;0,4;1,18;0,00;0,14;6,89;0,68;4,80;0,00;0;20,33
34487;82,0;46,9;6,2;0,742;46,63;13,75;1667;0,4;1,18;0,00;0,14;7,11;0,68;4,80;0,00;0;20,33
34568;82,0;46,9;7,4;0,753;47,14;13,75;1649;0,4;2,02;0,00;0,14;7,33;0,70;4,80;0,00;0;20,33
34647;82,0;46,9;8,5;0,758;47,22;13,75;1647;0,4;1,71;0,00;0,14;7,55;0,68;4,80;0,00;0;20,33
34727;82,0;46,9;8,9;0,812;50,70;14,75;1643;0,4;1,41;0,00;0,14;7,77;0,70;4,80;0,00;0;20,33
34808;82,0;46,9;8,5;0,758;47,31;13,75;1643;0,4;1,10;0,00;0,14;7,99;0,68;4,80;0,00;0;20,33
34889;82,0;46,9;7,7;0,716;44,00;12,75;1641;0,4;1,06;0,00;0,14;8,21;0,64;4,80;0,00;0;20,33
34968;82,0;46,9;8,5;0,774;48,07;13,75;1616;0,4;0,76;0,00;0,14;8,43;0,68;4,80;0,00;0;20,33
35048;82,0;46,9;7,7;0,667;40,36;11,75;1651;0,4;1,60;0,00;0,14;8,65;0,62;4,80;0,00;0;20,33
35126;82,0;46,9;8,5;0,785;48,24;13,75;1611;0,4;2,06;0,00;0,14;8,87;0,66;4,80;0,00;0;20,33
35208;82,0;46,9;8,5;0,769;47,31;13,75;1643;0,4;1,75;0,00;0,14;9,09;0,66;4,80;0,00;0;20,33
35287;82,0;46,9;8,9;0,838;51,97;14,75;1603;0,4;1,75;0,00;0,14;9,31;0,68;4,80;0,00;0;20,33
35368;82,0;46,9;7,7;0,721;44,09;12,75;1638;0,4;1,45;0,00;0,14;9,53;0,64;4,80;0,00;0;20,33
35447;82,0;46,9;7,4;0,689;41,46;11,75;1605;0,4;2,06;0,00;0,14;9,75;0,62;4,80;0,00;0;20,33
35527;82,0;46,9;8,5;0,833;51,46;14,75;1617;0,4;1,75;0,00;0,14;9,97;0,70;4,80;0,00;0;20,33
35609;82,0;46,9;7,7;0,689;41,20;11,75;1617;0,4;1,45;0,00;0,14;10,19;0,61;4,80;0,00;0;20,33
35689;82,0;46,9;8,1;0,748;45,19;12,75;1596;0,4;1,14;0,00;0,14;10,41;0,64;4,80;0,00;0;20,33
35769;82,0;46,9;7,7;0,737;44,59;12,75;1618;0,4;0,84;0,00;0,14;10,63;0,64;4,80;0,00;0;20,33
35849;82,0;46,9;8,5;0,748;45,27;12,75;1594;0,4;0,84;0,00;0,14;10,85;0,64;4,80;0,00;0;20,33
35927;82,0;46,9;8,1;0,748;44,76;12,75;1613;0,4;0,53;0,00;0,14;11,07;0,64;4,80;0,00;0;20,33
36008;82,0;46,9;8,1;0,758;45,53;12,75;1586;0,4;0,22;0,00;0,14;11,29;0,62;4,82;0,00;0;20,33
36087;82,0;46,9;8,1;0,753;45,19;12,75;1598;0,4;1,18;0,00;0,14;11,51;0,64;4,82;0,00;0;20,33
36168;82,0;46,9;8,1;0,764;45,53;12,75;1585;0,4;1,18;0,00;0,14;11,73;0,66;4,82;0,00;0;20,33
36247;82,0;46,9;8,1;0,758;45,36;12,75;1592;0,4;1,18;0,00;0,14;11,95;0,64;4,82;0,00;0;20,33
36328;82,0;46,9;8,5;0,769;45,87;12,75;1574;0,4;1,18;0,00;0,14;12,17;0,64;4,80;0,00;0;20,33
36410;82,0;46,9;7,7;0,710;42,14;11,75;1582;0,4;1,18;0,00;0,14;12,39;0,62;4,80;0,00;0;20,33
36487;82,0;46,9;8,1;0,774;45,87;12,75;1573;0,4;1,18;0,00;0,14;12,61;0,64;4,80;0,00;0;20,33
36568;82,0;46,9;8,9;0,822;49,17;13,75;1580;0,4;1,18;0,00;0,14;12,83;0,68;4,80;0,00;0;20,33
36646;82,0;46,9;9,2;0,833;49,51;13,75;1569;0,4;1,18;0,00;0,14;13,04;0,62;4,82;0,00;0;20,33
36728;82,0;46,9;8,9;0,833;49,68;13,75;1565;0,4;1,18;0,00;0,14;13,26;0,66;4,80;0,00;0;20,33
36809;82,0;46,9;9,2;0,833;49,43;13,75;1573;0,4;1,18;0,00;0,14;13,48;0,66;4,82;0,00;0;20,33
36887;82,0;46,9;8,5;0,785;46,29;12,75;1559;0,4;1,18;0,00;0,14;13,70;0,64;4,80;0,00;0;20,33
36967;82,0;46,9;9,2;0,892;53,24;14,75;1565;0,4;1,18;0,00;0,14;13,92;0,66;4,80;0,00;0;20,33
37047;82,0;46,9;8,1;0,737;42,98;11,75;1550;0,4;1,18;0,00;0,14;14,14;0,62;4,80;0,00;0;20,33
37127;82,0;46,9;9,2;0,828;49,00;12,75;1472;0,4;2,40;0,00;0,14;14,36;0,61;4,82;0,00;0;20,33
37207;82,0;46,9;23,4;0,945;56,21;13,75;1383;0,4;4,81;0,00;0,14;14,58;0,70;4,80;0,00;0;20,33
37288;82,0;46,9;22,3;1,041;62,06;14,75;1342;0,4;4,51;0,00;0,14;14,80;0,70;4,80;0,00;0;20,33
37367;82,0;46,9;21,5;1,047;62,57;14,75;1331;0,4;4,20;0,00;0,14;15,02;0,70;4,82;0,00;0;20,33
37448;82,0;46,9;20,4;0,934;54,77;12,75;1317;0,4;3,90;0,00;0,14;15,24;0,68;4,80;0,00;0;20,33
37527;82,0;46,9;19,3;0,956;56,04;12,75;1287;0,4;3,59;0,00;0,14;15,46;0,64;4,82;0,00;0;20,33
37608;82,0;46,9;18,2;1,180;70,37;15,75;1262;0,4;3,28;0,00;0,14;15,68;0,72;4,82;0,00;0;20,33
37686;82,0;46,9;17,1;1,132;66,81;14,75;1246;0,4;2,98;0,00;0,14;15,90;0,70;4,82;0,00;0;20,33
37767;82,0;46,9;16,3;1,004;58,75;12,75;1228;0,4;2,67;0,00;0,14;16,12;0,66;4,82;0,00;0;20,33
37849;82,0;46,9;15,2;1,159;68,50;14,75;1216;0,4;2,37;0,00;0,14;16,34;0,68;4,80;0,00;0;20,33
37927;82,0;47,6;14,4;1,169;69,10;14,75;1205;0,4;2,06;0,00;0,14;16,56;0,68;4,80;0,00;0;20,33
38008;82,0;47,6;13,3;1,191;70,03;14,75;1190;0,4;1,75;0,00;0,14;16,75;0,68;4,78;0,00;0;20,33
38089;82,0;47,6;12,2;1,212;71,30;14,75;1168;0,4;1,45;0,00;0,14;16,94;0,68;4,20;0,00;0;20,33
38168;82,0;47,6;11,5;1,057;62,40;12,75;1156;0,4;1,14;0,00;0,14;16,09;0,66;1,09;0,00;0;20,33
38247;82,0;47,6;10,7;1,148;68,16;13,75;1141;0,4;0,84;0,00;0,14;15,91;0,66;0,72;0,00;0;20,33
38328;82,0;47,6;10,3;1,095;64,77;12,75;1114;0,4;0,53;0,00;0,14;15,72;0,62;0,62;0,00;0;20,33
38406;82,0;47,6;10,7;0,956;55,95;10,75;1092;0,4;0,22;0,00;0,14;15,54;0,59;0,57;0,00;0;20,33
38487;82,0;47,6;11,1;1,212;72,57;13,75;1071;0,4;0,57;0,00;0,14;15,36;0,64;0,53;0,00;0;20,33
38568;82,0;47,6;12,2;1,159;69,27;12,75;1042;0,4;0,30;0,00;0,14;15,18;0,64;0,51;0,00;0;20,33
38647;82,0;47,6;12,6;1,164;69,77;12,75;1034;0,4;1,18;0,00;0,14;15,03;0,66;0,51;0,00;0;20,33
38727;82,0;47,6;13,0;1,164;69,77;12,75;1035;0,4;1,18;0,00;0,14;14,88;0,62;0,49;0,00;0;20,33
38808;82,0;47,6;12,6;1,169;70,11;12,75;1030;0,4;1,18;0,00;0,14;14,74;0,64;0,49;0,00;0;20,33
38888;82,0;47,6;12,6;1,244;75,03;13,75;1036;0,4;1,18;0,00;0,14;14,59;0,66;0,49;0,00;0;20,33
38967;82,0;47,6;12,6;1,068;63,92;11,75;1042;0,4;1,18;0,00;0,14;14,44;0,62;0,49;0,00;0;20,33
39048;82,0;47,6;12,6;1,234;74,44;13,75;1044;0,4;1,18;0,00;0,14;14,30;0,66;0,49;0,00;0;20,33
39128;82,0;47,6;12,6;1,228;74,61;13,75;1042;0,4;1,18;0,00;0,14;14,15;0,66;0,49;0,00;0;20,33
39207;82,0;47,6;12,6;1,223;74,18;13,75;1048;0,4;1,18;0,00;0,14;14,00;0,62;0,49;0,00;0;20,33
39288;82,0;47,6;12,2;1,127;68,16;12,75;1059;0,4;1,18;0,00;0,14;13,83;0,66;0,49;0,00;0;20,33
39366;82,0;47,6;11,8;1,116;67,32;12,75;1073;0,4;1,18;0,00;0,14;13,65;0,61;0,49;0,00;0;20,33
39446;82,0;47,6;11,5;1,100;66,72;12,75;1082;0,4;1,18;0,00;0,14;13,46;0,66;0,49;0,00;0;20,33
39528;82,0;47,6;11,5;1,185;71,98;13,75;1080;0,4;1,18;0,00;0,14;13,28;0,66;0,49;0,00;0;20,33
39607;82,0;47,6;11,8;1,111;67,32;12,75;1073;0,4;1,18;0,00;0,14;13,10;0,64;0,49;0,00;0;20,33
39686;82,0;47,6;11,8;1,185;72,66;13,75;1070;0,4;1,18;0,00;0,14;12,91;0,66;0,49;0,00;0;20,33
39767;82,0;47,6;9,2;1,191;72,91;13,75;1066;0,4;0,24;0,00;0,14;12,73;0,66;0,49;0,00;0;20,33
39848;82,0;47,6;9,2;1,116;68,16;12,75;1059;0,4;0,48;0,00;0,14;12,55;0,59;0,49;0,00;0;20,33
39928;82,0;47,6;9,2;1,116;68,33;12,75;1057;0,4;0,43;0,00;0,14;12,36;0,64;0,49;0,00;0;20,33
40007;82,0;47,6;9,2;1,047;63,92;11,75;1042;0,4;0,38;0,00;0,14;12,19;0,59;0,49;0,00;0;20,33
40087;82,0;47,6;9,2;1,047;63,92;11,75;1042;0,4;0,35;0,00;0,14;12,04;0,61;0,49;0,00;0;20,33
40169;82,0;47,6;9,2;1,148;70,54;13,00;1024;0,4;0,30;0,00;0,14;11,90;0,62;0,49;0,00;0;20,33
40247;82,0;47,6;11,8;1,169;72,23;12,75;999;0,4;0,57;0,00;0,14;11,75;0,64;0,49;0,00;0;20,33
40328;82,0;47,6;10,3;1,164;72,23;12,75;999;0,4;0,55;0,00;0,14;11,60;0,62;0,49;0,00;0;20,33
40407;82,0;47,6;10,3;1,260;78,08;13,75;996;0,4;0,19;0,00;0,14;11,46;0,66;0,49;0,00;0;20,33
40489;82,0;47,6;10,3;1,169;72,40;12,75;997;0,4;0,14;0,00;0,14;11,31;0,64;0,49;0,00;0;20,33
40567;82,0;47,6;10,3;1,079;66,72;11,75;999;0,4;0,09;0,00;0,14;11,17;0,62;0,51;0,00;0;20,33
40647;82,0;47,6;10,3;1,084;66,98;11,75;995;0,4;0,04;0,00;0,14;11,02;0,61;0,51;0,00;0;20,33
40726;82,0;47,6;10,0;1,073;66,72;11,75;999;0,4;-0,01;0,00;0,14;10,87;0,59;0,51;0,00;0;20,33
40808;82,0;47,6;10,0;1,159;72,06;12,75;1002;0,4;-0,06;0,00;0,14;10,73;0,62;0,51;0,00;0;20,33
40887;82,0;47,6;10,0;1,073;66,81;11,75;998;0,4;-0,12;0,00;0,14;10,58;0,61;0,49;0,00;0;20,33
40967;82,0;47,6;10,3;1,079;66,89;11,75;996;0,4;-0,17;0,00;0,14;10,43;0,62;0,49;0,00;0;20,33
41048;82,0;47,6;10,3;1,164;73,00;12,75;989;0,4;-0,20;0,00;0,14;10,29;0,62;0,49;0,00;0;20,33
41127;82,0;47,6;10,7;1,100;68,59;11,75;972;0,4;-0,24;0,00;0,14;10,14;0,64;0,49;0,00;0;20,33
41209;82,0;47,6;10,7;1,095;68,59;11,75;972;0,4;-0,28;0,00;0,14;9,99;0,62;0,49;0,00;0;20,33
41287;82,0;47,6;11,1;1,185;74,52;12,75;969;0,4;-0,31;0,00;0,14;9,85;0,61;0,49;0,00;0;20,33
41366;82,0;47,6;10,7;1,095;68,59;11,75;972;0,4;-0,35;0,00;0,14;9,70;0,61;0,49;0,00;0;20,33
41447;82,0;47,6;10,7;1,009;62,99;10,75;969;0,4;-0,40;0,00;0,14;9,55;0,57;0,49;0,00;0;20,33
41526;82,0;47,6;10,7;1,009;63,16;10,75;967;0,4;-0,43;0,00;0,14;9,41;0,61;0,49;0,00;0;20,33
41607;82,0;47,6;11,1;1,111;70,11;11,75;950;0,4;-0,16;0,00;0,14;9,26;0,59;0,49;0,00;0;20,33
41687;82,0;47,6;11,5;1,111;70,03;11,75;952;0,4;-0,18;0,00;0,14;9,11;0,61;0,49;0,00;0;20,33
41767;82,0;47,6;11,1;1,111;70,11;11,75;950;0,4;-0,22;0,00;0,14;8,97;0,57;0,49;0,00;0;20,33
41848;82,0;47,6;11,5;1,196;75,79;12,75;952;0,4;-0,57;0,00;0,14;8,82;0,62;0,49;0,00;0;20,33
41927;82,0;47,6;11,1;1,105;70,11;11,75;950;0,4;-0,31;0,00;0,14;8,67;0,61;0,49;0,00;0;20,33
42008;82,0;47,6;11,1;1,100;69,69;11,75;956;0,4;-0,34;0,00;0,14;8,53;0,62;0,51;0,00;0;20,33
42087;82,0;47,6;11,1;1,185;75,45;12,75;957;0,4;-0,39;0,00;0,14;8,38;0,64;0,51;0,00;0;20,33
42168;82,0;47,6;11,1;1,089;69,52;11,75;958;0,4;-0,74;0,00;0,14;8,24;0,61;0,51;0,00;0;20,33
42248;82,0;47,6;11,1;1,004;63,58;10,75;961;0,4;-0,78;0,00;0,14;8,09;0,62;0,51;0,00;0;20,33
42327;82,0;47,6;11,1;1,089;69,18;11,75;963;0,4;-0,83;0,00;0,14;7,94;0,61;0,51;0,00;0;20,33
42408;82,0;47,6;11,1;1,004;63,75;10,75;958;0,4;-0,87;0,00;0,14;7,80;0,59;0,51;0,00;0;20,33
42488;82,0;47,6;11,1;1,089;69,60;11,75;957;0,4;-0,91;0,00;0,14;7,65;0,61;0,51;0,00;0;20,33
42567;82,0;47,6;10,7;1,089;69,94;11,75;953;0,4;-0,63;0,00;0,14;7,50;0,61;0,51;0,00;0;20,33
42649;82,0;47,6;10,7;1,009;64,09;10,75;953;0,4;-0,97;0,00;0,14;7,36;0,57;0,51;0,00;0;20,33
42727;82,0;47,6;11,5;0,924;58,67;9,75;947;0,4;-0,69;0,00;0,14;7,21;0,59;0,51;0,00;0;20,33
42807;82,0;47,6;11,8;1,009;64,77;10,75;943;0,4;-0,72;0,00;0,14;7,06;0,61;0,51;0,00;0;20,33
42886;82,0;47,6;11,8;1,015;65,03;10,75;939;0,4;-0,75;0,00;0,14;6,92;0,61;0,51;0,00;0;20,33
42966;82,0;47,6;12,6;1,020;65,37;10,75;934;0,4;-0,78;0,00;0,14;6,77;0,57;0,51;0,00;0;20,33
43047;82,0;47,6;13,0;1,111;71,64;11,75;930;0,4;-0,81;0,00;0,14;6,62;0,61;0,51;0,00;0;20,33
43127;82,0;47,6;13,3;1,020;65,87;10,75;927;0,4;-0,85;0,00;0,14;6,48;0,61;0,51;0,00;0;20,33
43209;82,0;47,6;12,6;1,100;71,30;11,75;935;0,4;-0,88;0,00;0,14;6,33;0,61;0,53;0,00;0;20,33
43290;82,0;47,6;13,0;1,105;71,55;11,75;931;0,4;-0,91;0,00;0,14;6,18;0,61;0,53;0,00;0;20,33
43367;82,0;47,6;11,8;1,089;71,05;11,75;938;0,4;-0,95;0,00;0,14;6,04;0,59;0,53;0,00;0;20,33
43447;82,0;47,6;11,5;0,999;64,69;10,75;944;0,4;-0,99;0,00;0,14;5,89;0,57;0,55;0,00;0;20,33
43528;82,0;47,6;11,8;1,004;64,94;10,75;940;0,4;-1,02;0,00;0,14;5,75;0,57;0,55;0,00;0;20,33
43609;82,0;47,6;13,0;1,009;65,45;10,75;933;0,4;-1,05;0,00;0,14;5,60;0,59;0,55;0,00;0;20,33
43686;82,0;47,6;13,3;1,020;66,13;10,75;924;0,4;-1,07;0,00;0,14;5,45;0,62;0,55;0,00;0;20,33
43766;82,0;47,6;14,1;1,020;66,64;10,75;917;0,4;-1,10;0,00;0,14;5,31;0,59;0,55;0,00;0;20,33
43846;82,0;47,6;13,0;1,009;65,87;10,75;927;0,4;-1,11;0,00;0,14;5,16;0,61;0,53;0,00;0;20,33
43926;82,0;47,6;12,6;1,004;65,53;10,75;932;0,0;-1,15;0,00;0,14;5,01;0,57;0,53;0,00;0;20,33
44007;82,0;47,6;12,6;0,999;65,37;10,75;935;0,0;-1,19;0,00;0,14;4,87;0,61;0,55;0,00;0;20,33
44087;82,0;47,6;12,6;1,084;71,47;11,75;932;0,0;-1,22;0,00;0,14;4,72;0,61;0,55;0,00;0;20,33
44167;82,0;47,6;13,3;1,095;72,06;11,75;925;0,0;-1,24;0,00;0,14;4,57;0,61;0,57;0,00;0;20,33
44247;82,0;47,6;12,6;0,999;65,37;10,75;934;0,0;-1,28;0,00;0,14;4,43;0,57;0,59;0,00;0;20,33
44328;82,0;47,6;12,2;0,993;65,28;10,75;936;0,0;-1,32;0,00;0,14;4,28;0,59;0,59;0,00;0;20,33
44407;82,0;47,6;13,7;1,185;78,51;12,75;920;0,0;-1,34;0,00;0,14;4,13;0,62;0,59;0,00;0;20,33
44488;82,0;48,4;13,3;1,089;72,15;11,75;924;0,0;-1,36;0,00;0,14;3,99;0,57;0,61;0,00;0;20,33
44567;82,0;48,4;13,0;0,999;65,79;10,75;928;0,0;-1,39;0,00;0,14;3,84;0,59;0,61;0,00;0;20,33
44646;82,0;48,4;14,1;1,191;79,01;12,75;914;0,0;-1,43;0,00;0,14;3,69;0,62;0,61;0,00;0;20,33
44726;82,0;48,4;13,3;0,999;66,21;10,75;922;0,0;-1,45;0,00;0,14;3,55;0,59;0,61;0,00;0;20,33
44807;82,0;48,4;13,3;1,079;72,23;11,75;923;0,0;-1,47;0,00;0,14;3,40;0,62;0,62;0,00;0;20,33
44886;82,0;48,4;14,4;1,095;73,17;11,75;911;0,0;-1,50;0,00;0,14;3,25;0,59;0,62;0,00;0;20,33
44966;82,0;48,4;14,1;0,999;66,81;10,75;914;0,0;-1,51;0,00;0,14;3,11;0,62;0,61;0,00;0;20,33
45046;82,0;48,4;14,1;0,999;66,72;10,75;916;0,0;-1,54;0,00;0,14;2,96;0,57;0,61;0,00;0;20,33
45127;82,0;48,4;13,3;0,993;66,38;10,75;920;0,0;-1,56;0,00;0,14;2,82;0,57;0,62;0,00;0;20,33
45207;82,0;48,4;13,7;1,079;72,57;11,75;918;0,0;-1,58;0,00;0,14;2,67;0,61;0,62;0,00;0;20,33
45288;82,0;48,4;14,4;1,089;73,33;11,75;909;0,0;-1,61;0,00;0,14;2,52;0,59;0,62;0,00;0;20,33
45367;82,0;48,4;13,7;1,073;72,57;11,75;918;0,0;-1,62;0,00;0,14;2,38;0,59;0,59;0,00;0;20,33
45447;82,0;48,4;14,1;1,079;72,74;11,75;916;0,0;-1,65;0,00;0,14;2,23;0,59;0,59;0,00;0;20,33
45527;82,0;48,4;14,1;0,988;66,81;10,75;914;0,0;-1,66;0,00;0,14;2,08;0,61;0,59;0,00;0;20,33
45608;82,0;48,4;14,1;0,993;67,06;10,75;911;0,0;-1,68;0,00;0,14;1,94;0,61;0,59;0,00;0;20,33
45686;82,0;48,4;15,9;1,009;67,99;10,75;898;0,0;-1,38;0,00;0,14;1,79;0,59;0,61;0,00;0;20,33
45767;82,0;48,4;15,9;1,100;74,27;11,75;897;0,0;-1,38;0,00;0,14;1,64;0,61;0,61;0,00;0;20,33
45848;82,0;48,4;15,6;1,004;67,99;10,75;898;0,0;-1,37;0,00;0,14;1,50;0,59;0,62;0,00;0;20,33
45927;82,0;48,4;14,4;0,993;67,48;10,75;905;0,0;-1,68;0,00;0,14;1,35;0,59;0,64;0,00;0;20,33
46008;82,0;48,4;14,4;0,993;67,48;10,75;905;0,0;-1,69;0,00;0,14;1,20;0,57;0,66;0,00;0;20,33
46087;82,0;48,4;17,1;1,105;75,03;11,75;888;0,0;-1,38;0,00;0,14;1,06;0,62;0,74;0,00;0;20,33
46168;82,0;48,4;18,2;1,111;75,54;11,75;882;0,0;-1,37;0,00;0,14;0,91;0,61;0,80;0,00;0;20,33
46247;82,0;48,4;16,7;1,095;74,78;11,75;891;0,0;-1,36;0,00;0,14;0,76;0,59;0,88;0,00;0;20,33
46326;82,0;48,4;15,6;1,084;74,18;11,75;898;0,0;-1,36;0,00;0,14;0,62;0,59;0,92;0,00;0;20,33
46408;82,0;48,4;16,3;1,009;68,42;10,75;893;0,0;-1,35;0,00;0,14;0,47;0,59;1,03;0,00;0;20,33
46487;82,0;48,4;17,1;1,004;68,76;10,75;888;0,0;-1,34;0,00;0,14;0,33;0,59;1,19;0,00;0;20,33
46567;82,0;48,4;17,1;1,089;74,95;11,75;889;0,0;-1,33;0,00;0,14;0,18;0,62;1,46;0,00;0;20,33
46647;82,0;48,4;18,2;1,100;75,71;11,75;880;0,0;-1,31;0,00;0,14;0,03;0,59;1,87;0,00;0;20,33
46727;82,0;48,4;17,4;1,009;68,93;10,75;886;0,0;-1,29;0,00;0,14;-0,11;0,59;1,33;0,00;0;20,33
46808;82,0;48,4;16,7;1,084;74,86;11,75;890;0,0;-1,29;0,00;0,14;-0,26;0,62;1,37;0,00;0;20,33
46895;82,0;48,4;18,2;1,105;76,22;11,75;874;0,0;-1,28;0,00;0,14;-0,41;0,59;1,68;0,00;0;20,33
46977;82,0;48,4;17,8;1,025;69,18;10,75;883;0,0;-1,26;0,00;0,14;1,31;0,59;2,75;0,00;0;20,33
47057;82,0;48,4;17,4;1,020;69,01;10,75;885;0,0;-1,25;0,00;0,14;1,46;0,59;3,88;0,00;0;20,33
47138;82,0;48,4;17,8;1,116;75,45;11,75;883;0,0;-1,23;0,00;0,14;1,61;0,61;4,27;0,00;0;20,33
47217;82,0;48,4;18,2;1,121;75,96;11,75;877;0,0;-1,21;0,00;0,14;1,75;0,59;4,51;0,00;0;20,33
47298;82,0;48,4;18,2;1,223;82,41;12,75;876;0,0;-1,20;0,00;0,14;1,90;0,62;4,63;0,00;0;20,33
47377;82,0;48,4;17,8;1,121;75,45;11,75;883;0,0;-1,19;0,00;0,14;2,04;0,57;4,68;0,00;0;20,33
47456;82,0;48,4;15,9;1,105;74,27;11,75;897;0,0;-1,19;0,00;0,14;2,19;0,62;4,70;0,00;0;20,33
47536;82,7;48,4;17,1;1,111;74,95;11,75;889;0,4;-1,18;0,00;0,14;2,34;0,62;4,72;0,00;0;20,33
47616;82,7;48,4;4,0;1,308;87,49;13,75;889;2,4;-0,64;0,00;0,14;2,48;0,72;4,74;0,00;0;20,33
47696;82,7;48,4;4,4;1,906;126,49;19,75;878;4,3;0,00;0,00;0,14;2,58;0,86;4,76;0,00;0;20,33
47777;82,7;48,4;4,7;2,168;144,21;22,75;886;4,7;0,00;0,00;0,14;2,74;0,92;4,76;0,00;0;20,33
47856;82,7;48,4;5,5;2,232;148,87;24,75;933;5,5;0,00;0,00;0,14;2,95;0,96;4,43;0,00;0;20,33
47938;82,7;48,4;6,2;2,024;136,24;24,75;1019;5,5;0,00;0,00;0,14;1,99;0,92;1,23;0,00;0;20,33
48017;82,7;48,4;7,4;1,703;114,96;22,75;1111;5,5;0,00;0,00;0,14;1,72;0,90;0,70;0,00;0;20,33
48097;82,7;48,4;8,1;1,517;103,01;21,75;1186;5,5;0,00;0,00;0,14;1,43;0,88;0,57;0,00;0;20,33
48176;82,7;48,4;9,2;1,730;118,10;25,75;1223;5,5;0,00;0,00;0,14;1,12;0,90;0,55;0,00;0;20,33
